NTDID,Agency,Mode,TOS,Active,Small Systems Waiver,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
9039,Culver City Municipal Bus Lines,DR,DO,Active,N,Culver City,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",33,"341,718",2013,6,2013,"25,580","11,221",2.28," $	4,891 "," $	218,127 ", $	19.44 , $	0.44 
9039,Culver City Municipal Bus Lines,DT,PT,Active,N,Culver City,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",33,"341,718",2013,6,2013,"7,433","2,892",2.57," $	6,989 "," $	34,680 ", $	11.99 , $	2.42 
9039,Culver City Municipal Bus Lines,MB,DO,Active,N,Culver City,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",33,"341,718",2013,6,2013,"18,860,319","5,550,045",3.40," $	4,011,320 "," $	18,731,308 ", $	3.38 , $	0.72 
9041,Montebello Bus Lines,CB,DO,Active,N,Montebello,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",151,"315,074",2013,6,2013,"834,496","80,240",10.40," $	77,883 "," $	367,353 ", $	4.58 , $	0.97 
9041,Montebello Bus Lines,DR,DO,Active,N,Montebello,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",151,"315,074",2013,6,2013,,,,,,,
9041,Montebello Bus Lines,DR,PT,Active,N,Montebello,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",151,"315,074",2013,6,2013,,,,,,,
9041,Montebello Bus Lines,DT,PT,Active,N,Montebello,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",151,"315,074",2013,6,2013,"118,238","59,873",1.97," $	25,677 "," $	298,178 ", $	4.98 , $	0.43 
9041,Montebello Bus Lines,MB,DO,Active,N,Montebello,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",151,"315,074",2013,6,2013,"26,174,237","8,042,970",3.25," $	5,831,813 "," $	22,734,728 ", $	2.83 , $	0.73 
9041,Montebello Bus Lines,MB,PT,Active,N,Montebello,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",151,"315,074",2013,6,2013,"303,523","92,073",3.30," $	101,281 "," $	387,440 ", $	4.21 , $	1.10 
9042,City of Gardena Transportation Department,DR,DO,Active,N,Gardena,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",40,"463,968",2013,6,2013,"98,381","26,547",3.71," $	14,419 "," $	761,072 ", $	28.67 , $	0.54 
9042,City of Gardena Transportation Department,DR,PT,Active,N,Gardena,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",40,"463,968",2013,6,2013,,,,,,,
9042,City of Gardena Transportation Department,MB,DO,Active,N,Gardena,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",40,"463,968",2013,6,2013,"14,450,674","3,716,674",3.89," $	2,913,692 "," $	17,609,254 ", $	4.74 , $	0.78 
9043,City of Commerce Municipal Buslines,DR,DO,Active,N,Commerce,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",10,"12,910",2013,6,2013,"68,475","10,024",6.83,," $	592,313 ", $	59.09 ,
9043,City of Commerce Municipal Buslines,MB,DO,Active,N,Commerce,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",10,"12,910",2013,6,2013,"2,386,419","673,854",3.54,," $	2,594,119 ", $	3.85 ,
9044,City of Arcadia Transit,DR,PT,Active,N,Arcadia,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",11,"56,364",2013,6,2013,"405,244","126,044",3.22," $	86,208 "," $	1,822,629 ", $	14.46 , $	0.68 
9045,Regional Transportation Commission of Southern Nevada,DR,DO,Active,N,Las Vegas,NV,23,"Las Vegas-Henderson, NV",417,"1,886,011",280,"2,008,655",2013,6,2013,,,,,,,
9045,Regional Transportation Commission of Southern Nevada,DR,PT,Active,N,Las Vegas,NV,23,"Las Vegas-Henderson, NV",417,"1,886,011",280,"2,008,655",2013,6,2013,"14,913,572","1,367,307",10.91," $	3,315,913 "," $	48,567,375 ", $	35.52 , $	2.43 
9045,Regional Transportation Commission of Southern Nevada,MB,PT,Active,N,Las Vegas,NV,23,"Las Vegas-Henderson, NV",417,"1,886,011",280,"2,008,655",2013,6,2013,"198,655,962","55,959,426",3.55," $	63,674,273 "," $	126,729,587 ", $	2.26 , $	1.14 
9045,Regional Transportation Commission of Southern Nevada,RB,PT,Active,N,Las Vegas,NV,23,"Las Vegas-Henderson, NV",417,"1,886,011",280,"2,008,655",2013,6,2013,"21,912,925","4,377,576",5.01," $	2,689,900 "," $	5,353,652 ", $	1.22 , $	0.61 
9050,Simi Valley Transit,DR,DO,Active,Y,Simi Valley,CA,254,"Simi Valley, CA",31,"125,206",47,"126,414",2013,6,2013,0,"46,290",0.00," $	81,524 "," $	2,140,060 ", $	46.23 , $	1.76 
9050,Simi Valley Transit,MB,DO,Active,Y,Simi Valley,CA,254,"Simi Valley, CA",31,"125,206",47,"126,414",2013,6,2013,0,"434,512",0.00," $	318,317 "," $	2,547,668 ", $	5.86 , $	0.73 
9052,City of Corona,DR,PT,Active,Y,Corona,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",41,"160,000",2013,6,2013,0,"65,635",0.00," $	175,885 "," $	1,088,056 ", $	16.58 , $	2.68 
9052,City of Corona,MB,PT,Active,Y,Corona,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",41,"160,000",2013,6,2013,0,"163,054",0.00," $	164,178 "," $	951,030 ", $	5.83 , $	1.01 
9054,"San Diego Trolley, Inc.",LR,DO,Inactive,N,San Diego,CA,15,"San Diego, CA",782,"2,674,436",570,"2,102,396",2006,6,2006,"208,875,499","33,829,833",6.17," $	27,933,766 "," $	55,014,602 ", $	1.63 , $	0.83 
9061,Yuba-Sutter Transit Authority,CB,PT,Active,N,Marysville,CA,270,"Yuba City, CA",39,"116,719",817,"119,420",2013,6,2013,"6,469,677","157,797",41.00," $	681,794 "," $	896,472 ", $	5.68 , $	4.32 
9061,Yuba-Sutter Transit Authority,DR,PT,Active,N,Marysville,CA,270,"Yuba City, CA",39,"116,719",817,"119,420",2013,6,2013,"304,644","71,681",4.25," $	135,870 "," $	1,733,180 ", $	24.18 , $	1.90 
9061,Yuba-Sutter Transit Authority,MB,PT,Active,N,Marysville,CA,270,"Yuba City, CA",39,"116,719",817,"119,420",2013,6,2013,"1,223,081","986,356",1.24," $	577,883 "," $	3,346,828 ", $	3.39 , $	0.59 
9062,Monterey-Salinas Transit,CB,DO,Active,N,Monterey,CA,276,"Seaside-Monterey, CA",39,"114,237",280,"421,898",2013,6,2013,,,,,,,
9062,Monterey-Salinas Transit,DR,DO,Active,N,Monterey,CA,276,"Seaside-Monterey, CA",39,"114,237",280,"421,898",2013,6,2013,,,,,,,
9062,Monterey-Salinas Transit,DR,PT,Active,N,Monterey,CA,276,"Seaside-Monterey, CA",39,"114,237",280,"421,898",2013,6,2013,"1,025,489","105,942",9.68," $	184,728 "," $	3,139,487 ", $	29.63 , $	1.74 
9062,Monterey-Salinas Transit,MB,DO,Active,N,Monterey,CA,276,"Seaside-Monterey, CA",39,"114,237",280,"421,898",2013,6,2013,"18,047,373","3,380,291",5.34," $	6,921,260 "," $	24,410,464 ", $	7.22 , $	2.05 
9062,Monterey-Salinas Transit,MB,PT,Active,N,Monterey,CA,276,"Seaside-Monterey, CA",39,"114,237",280,"421,898",2013,6,2013,"2,656,537","588,250",4.52," $	184,727 "," $	4,347,822 ", $	7.39 , $	0.31 
9062,Monterey-Salinas Transit,RB,DO,Active,N,Monterey,CA,276,"Seaside-Monterey, CA",39,"114,237",280,"421,898",2013,6,2013,,,,,,,
9062,Monterey-Salinas Transit,RB,PT,Active,N,Monterey,CA,276,"Seaside-Monterey, CA",39,"114,237",280,"421,898",2013,6,2013,,,,,,,
9078,Central Contra Costa Transit Authority,DR,PT,Active,N,Concord,CA,66,"Concord, CA",204,"615,968",143,"516,000",2013,6,2013,"1,450,845","154,945",9.36," $	478,120 "," $	5,125,995 ", $	33.08 , $	3.09 
9078,Central Contra Costa Transit Authority,MB,DO,Active,N,Concord,CA,66,"Concord, CA",204,"615,968",143,"516,000",2013,6,2013,"15,944,059","3,296,763",4.84," $	4,641,248 "," $	25,676,872 ", $	7.79 , $	1.41 
9079,SunLine Transit Agency,DR,DO,Active,N,Thousand Palms,CA,111,"Indio-Cathedral City, CA",144,"345,580","1,120","423,644",2013,6,2013,"1,535,148","136,208",11.27," $	293,343 "," $	4,166,544 ", $	30.59 , $	2.15 
9079,SunLine Transit Agency,MB,DO,Active,N,Thousand Palms,CA,111,"Indio-Cathedral City, CA",144,"345,580","1,120","423,644",2013,6,2013,"29,961,418","4,571,588",6.55," $	3,026,995 "," $	18,930,068 ", $	4.14 , $	0.66 
9086,City of Riverside Special Transportation,DR,DO,Active,N,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",87,"303,871",2013,6,2013,"1,773,803","172,705",10.27," $	344,258 "," $	3,170,894 ", $	18.36 , $	1.99 
9087,Santa Maria Area Transit,DR,PT,Active,N,Santa Maria,CA,246,"Santa Maria, CA",29,"130,447",34,"120,097",2013,6,2013,"173,184","31,662",5.47," $	18,227 "," $	753,314 ", $	23.79 , $	0.58 
9087,Santa Maria Area Transit,MB,PT,Active,N,Santa Maria,CA,246,"Santa Maria, CA",29,"130,447",34,"120,097",2013,6,2013,"6,723,153","984,721",6.83," $	1,193,619 "," $	4,985,349 ", $	5.06 , $	1.21 
9088,Napa County Transportation Planning Agency,CB,PT,Active,N,Napa,CA,342,"Napa, CA",26,"83,913",45,"138,000",2013,6,2013,0,"33,853",0.00," $	135,240 "," $	1,101,482 ", $	32.54 , $	3.99 
9088,Napa County Transportation Planning Agency,DR,PT,Active,N,Napa,CA,342,"Napa, CA",26,"83,913",45,"138,000",2013,6,2013,0,"105,793",0.00," $	196,899 "," $	2,156,745 ", $	20.39 , $	1.86 
9088,Napa County Transportation Planning Agency,MB,PT,Active,N,Napa,CA,342,"Napa, CA",26,"83,913",45,"138,000",2013,6,2013,0,"517,906",0.00," $	594,522 "," $	5,342,117 ", $	10.31 , $	1.15 
9089,Sonoma County Transit,DR,PT,Active,N,Santa Rosa,CA,123,"Santa Rosa, CA",98,"308,231",390,"493,285",2013,6,2013,"442,356","39,109",11.31," $	147,050 "," $	2,156,674 ", $	55.15 , $	3.76 
9089,Sonoma County Transit,MB,DO,Active,N,Santa Rosa,CA,123,"Santa Rosa, CA",98,"308,231",390,"493,285",2013,6,2013,"230,858","24,850",9.29," $	36,744 "," $	456,744 ", $	18.38 , $	1.48 
9089,Sonoma County Transit,MB,PT,Active,N,Santa Rosa,CA,123,"Santa Rosa, CA",98,"308,231",390,"493,285",2013,6,2013,"12,445,870","1,339,697",9.29," $	2,009,691 "," $	10,239,200 ", $	7.64 , $	1.50 
9090,Yolo County Transportation District,DR,PT,Active,N,Woodland,CA,28,"Sacramento, CA",471,"1,723,634",109,"528,880",2013,6,2013,"270,116","23,384",11.55," $	72,827 "," $	1,352,317 ", $	57.83 , $	3.11 
9090,Yolo County Transportation District,MB,PT,Active,N,Woodland,CA,28,"Sacramento, CA",471,"1,723,634",109,"528,880",2013,6,2013,"18,524,745","1,690,214",10.96," $	2,518,758 "," $	9,383,596 ", $	5.55 , $	1.49 
9091,City of Visalia - Visalia City Coach,DR,PT,Active,N,Visalia,CA,162,"Visalia, CA",63,"219,454",36,"127,081",2013,6,2013,"271,450","37,646",7.21," $	140,037 "," $	825,967 ", $	21.94 , $	3.72 
9091,City of Visalia - Visalia City Coach,MB,PT,Active,N,Visalia,CA,162,"Visalia, CA",63,"219,454",36,"127,081",2013,6,2013,"8,311,590","1,815,657",4.58," $	1,260,329 "," $	7,433,701 ", $	4.09 , $	0.69 
9092,City of Fairfield - Fairfield and Suisun Transit,DR,PT,Active,N,Fairfield,CA,240,"Fairfield, CA",39,"133,683",40,"133,683",2013,6,2013,"187,709","23,174",8.10," $	85,653 "," $	1,219,908 ", $	52.64 , $	3.70 
9092,City of Fairfield - Fairfield and Suisun Transit,DT,PT,Active,N,Fairfield,CA,240,"Fairfield, CA",39,"133,683",40,"133,683",2013,6,2013,,,,,,,
9092,City of Fairfield - Fairfield and Suisun Transit,MB,PT,Active,N,Fairfield,CA,240,"Fairfield, CA",39,"133,683",40,"133,683",2013,6,2013,"7,596,440","1,049,232",7.24," $	2,095,877 "," $	8,549,418 ", $	8.15 , $	2.00 
9093,Redding Area Bus Authority,DR,PT,Active,N,Redding,CA,267,"Redding, CA",71,"117,731",100,"117,478",2013,6,2013,"448,803","55,670",8.06," $	179,594 "," $	1,493,893 ", $	26.83 , $	3.23 
9093,Redding Area Bus Authority,MB,DO,Active,N,Redding,CA,267,"Redding, CA",71,"117,731",100,"117,478",2013,6,2013,,,,,,,
9093,Redding Area Bus Authority,MB,PT,Active,N,Redding,CA,267,"Redding, CA",71,"117,731",100,"117,478",2013,6,2013,"4,997,677","813,351",6.14," $	709,502 "," $	3,625,311 ", $	4.46 , $	0.87 
9095,San Diego Association of Governments,VP,PT,Active,N,San Diego,CA,15,"San Diego, CA",732,"2,956,746","4,261","2,813,833",2013,6,2013,"101,673,469","2,161,114",47.05," $	9,558,945 "," $	13,165,200 ", $	6.09 , $	4.42 
9119,Laguna Beach Municipal Transit,MB,DO,Active,N,Laguna Beach,CA,69,"Mission Viejo-Lake Forest-San Clemente, CA",151,"583,681",9,"22,723",2013,6,2013,"1,250,738","707,826",1.77," $	166,429 "," $	1,992,171 ", $	2.81 , $	0.24 
9121,Antelope Valley Transit Authority,CB,PT,Active,N,Lancaster,CA,112,"Lancaster-Palmdale, CA",116,"341,219","1,200","349,050",2013,6,2013,"18,264,772","288,543",63.30," $	2,493,800 "," $	3,287,244 ", $	11.39 , $	8.64 
9121,Antelope Valley Transit Authority,DR,DO,Active,N,Lancaster,CA,112,"Lancaster-Palmdale, CA",116,"341,219","1,200","349,050",2013,6,2013,,,,,,,
9121,Antelope Valley Transit Authority,DR,PT,Active,N,Lancaster,CA,112,"Lancaster-Palmdale, CA",116,"341,219","1,200","349,050",2013,6,2013,,,,,,,
9121,Antelope Valley Transit Authority,DT,PT,Active,N,Lancaster,CA,112,"Lancaster-Palmdale, CA",116,"341,219","1,200","349,050",2013,6,2013,"216,378","26,979",8.02," $	89,743 "," $	1,159,068 ", $	42.96 , $	3.33 
9121,Antelope Valley Transit Authority,MB,DO,Active,N,Lancaster,CA,112,"Lancaster-Palmdale, CA",116,"341,219","1,200","349,050",2013,6,2013,,,,,,,
9121,Antelope Valley Transit Authority,MB,PT,Active,N,Lancaster,CA,112,"Lancaster-Palmdale, CA",116,"341,219","1,200","349,050",2013,6,2013,"41,981,544","3,204,698",13.10," $	2,249,257 "," $	15,576,257 ", $	4.86 , $	0.70 
9127,Chico Area Transit System City of Chico,DR,PT,Inactive,N,Chico,CA,296,"Chico, CA",35,"89,221",33,"87,581",2005,6,2005,"198,350","59,907",3.31," $	69,204 "," $	900,677 ", $	15.03 , $	1.16 
9127,Chico Area Transit System City of Chico,MB,PT,Inactive,N,Chico,CA,296,"Chico, CA",35,"89,221",33,"87,581",2005,6,2005,"2,660,403","833,982",3.19," $	431,071 "," $	2,186,683 ", $	2.62 , $	0.52 
9129,City of Mesa,MB,PT,Inactive,N,,,,,,,,,2005,,,,,,,,,
9131,City of Scottsdale - Scottsdale Trolley,MB,PT,Active,N,Scottsdale,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",60,"80,000",2013,6,2013,"2,761,121","896,859",3.08,," $	3,276,758 ", $	3.65 ,
9132,Maricopa County Special Transportation Services,DR,DO,Inactive,N,Phoenix,AZ,13,"Phoenix-Mesa, AZ",799,"2,907,049",416,"3,072,149",2009,6,2009,"380,973","35,488",10.74,," $	1,340,753 ", $	37.78 ,
9132,Maricopa County Special Transportation Services,DR,PT,Inactive,N,Phoenix,AZ,13,"Phoenix-Mesa, AZ",799,"2,907,049",416,"3,072,149",2009,6,2009,,,,,,,
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,CR,PT,Active,N,San Carlos,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",425,"3,690,367",2013,6,2013,"357,919,061","16,384,630",21.84," $	62,351,542 "," $	101,991,916 ", $	6.22 , $	3.81 
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,MB,PT,Active,N,San Carlos,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",425,"3,690,367",2013,6,2013,"2,954,387","884,698",3.34," $	1,864,933 "," $	4,487,762 ", $	5.07 , $	2.11 
9135,"Sun Cities Area Transit System, Inc.",DR,DO,Inactive,Y,Sun City,AZ,13,"Phoenix-Mesa, AZ",799,"2,907,049",28,"65,500",2010,6,2010,,,,,,,
9136,"Regional Public Transportation Authority, dba: Valley Metro",DR,PT,Active,N,Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",732,"3,629,114",2013,6,2013,,,,,,,
9136,"Regional Public Transportation Authority, dba: Valley Metro",DT,PT,Active,N,Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",732,"3,629,114",2013,6,2013,"2,837,280","338,857",8.37," $	978,163 "," $	15,164,891 ", $	44.75 , $	2.89 
9136,"Regional Public Transportation Authority, dba: Valley Metro",MB,PT,Active,N,Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",732,"3,629,114",2013,6,2013,"49,445,479","9,619,743",5.14," $	9,719,944 "," $	45,298,105 ", $	4.71 , $	1.01 
9137,Surprise Dial-A-Ride Transit System,DR,DO,Inactive,Y,Surprise,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",94,"125,000",2013,6,2013,0,"5,292",0.00," $	5,396 "," $	279,943 ", $	52.90 , $	1.02 
9140,Peoria Transit,DR,DO,Active,N,Peoria,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",175,"126,911",2013,6,2013,"147,699","24,513",6.03," $	25,748 "," $	805,279 ", $	32.85 , $	1.05 
9142,Unitrans - City of Davis/ASUCD,MB,DO,Active,N,Davis,CA,382,"Davis, CA",14,"72,794",13,"72,611",2013,6,2013,"8,630,778","3,880,464",2.22," $	2,136,424 "," $	4,133,821 ", $	1.07 , $	0.55 
9144,Livermore / Amador Valley Transit Authority,DR,PT,Active,N,Livermore,CA,66,"Concord, CA",204,"615,968",40,"197,289",2013,6,2013,"244,684","44,741",5.47," $	173,817 "," $	1,133,961 ", $	25.35 , $	3.89 
9144,Livermore / Amador Valley Transit Authority,MB,PT,Active,N,Livermore,CA,66,"Concord, CA",204,"615,968",40,"197,289",2013,6,2013,"8,407,168","1,727,085",4.87," $	2,309,008 "," $	12,333,360 ", $	7.14 , $	1.34 
9146,Foothill Transit,MB,PT,Active,N,West Covina,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",327,"1,515,836",2013,6,2013,"105,898,332","14,058,929",7.53," $	18,441,434 "," $	63,562,621 ", $	4.52 , $	1.31 
9147,City of Los Angeles Department of Transportation,CB,PT,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"8,626,600",2013,6,2013,"34,389,260","2,063,738",16.66," $	3,906,464 "," $	10,498,048 ", $	5.09 , $	1.89 
9147,City of Los Angeles Department of Transportation,DR,PT,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"8,626,600",2013,6,2013,"1,040,042","212,513",4.89," $	176,443 "," $	9,180,717 ", $	43.20 , $	0.83 
9147,City of Los Angeles Department of Transportation,DT,PT,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"8,626,600",2013,6,2013,"196,599","100,962",1.95," $	298,922 "," $	1,875,779 ", $	18.58 , $	2.96 
9147,City of Los Angeles Department of Transportation,MB,PT,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",465,"8,626,600",2013,6,2013,"34,949,665","24,242,563",1.44," $	8,984,639 "," $	51,135,044 ", $	2.11 , $	0.37 
9148,Victor Valley Transit Authority,CB,PT,Active,N,Hesperia,CA,114,"Victorville-Hesperia, CA",167,"328,454",424,"334,988",2013,6,2013,"3,483,864","68,671",50.73," $	423,736 "," $	560,958 ", $	8.17 , $	6.17 
9148,Victor Valley Transit Authority,DR,PT,Active,N,Hesperia,CA,114,"Victorville-Hesperia, CA",167,"328,454",424,"334,988",2013,6,2013,"1,495,493","126,144",11.86," $	415,362 "," $	3,596,869 ", $	28.51 , $	3.29 
9148,Victor Valley Transit Authority,MB,PT,Active,N,Hesperia,CA,114,"Victorville-Hesperia, CA",167,"328,454",424,"334,988",2013,6,2013,"10,546,096","1,765,073",5.97," $	1,699,212 "," $	7,111,324 ", $	4.03 , $	0.96 
9148,Victor Valley Transit Authority,OR,PT,Active,N,Hesperia,CA,114,"Victorville-Hesperia, CA",167,"328,454",424,"334,988",2013,6,2013,,,,,,,
9148,Victor Valley Transit Authority,VP,PT,Active,N,Hesperia,CA,114,"Victorville-Hesperia, CA",167,"328,454",424,"334,988",2013,6,2013,"9,799,303","191,015",51.30," $	1,132,646 "," $	1,440,196 ", $	7.54 , $	5.93 
9149,City of Lompoc - Lompoc Transit,CB,PT,Active,N,Lompoc,CA,485,"Lompoc, CA",11,"51,509",40,"55,666",2013,6,2013,"6,752,760","130,734",51.65," $	667,646 "," $	1,124,901 ", $	8.60 , $	5.11 
9149,City of Lompoc - Lompoc Transit,DR,PT,Active,N,Lompoc,CA,485,"Lompoc, CA",11,"51,509",40,"55,666",2013,6,2013,"26,846","14,998",1.79," $	52,487 "," $	339,910 ", $	22.66 , $	3.50 
9149,City of Lompoc - Lompoc Transit,MB,PT,Active,N,Lompoc,CA,485,"Lompoc, CA",11,"51,509",40,"55,666",2013,6,2013,"582,698","85,675",6.80," $	159,227 "," $	1,019,117 ", $	11.90 , $	1.86 
9150,City of Alameda Ferry Services,FB,PT,Inactive,N,Alameda,CA,12,"San Francisco-Oakland, CA",527,"3,228,605",22,"72,500",2010,6,2010,"3,878,230","568,520",6.82," $	2,894,424 "," $	5,035,424 ", $	8.86 , $	5.09 
9151,Southern California Regional Rail Authority dba: Metrolink,CR,DO,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","2,291","8,341,002",2013,6,2013,,,,,,,
9151,Southern California Regional Rail Authority dba: Metrolink,CR,PT,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","2,291","8,341,002",2013,6,2013,"464,643,102","13,444,752",34.56," $	84,360,308 "," $	189,313,964 ", $	14.08 , $	6.27 
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,HR,DO,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","1,513","8,626,817",2013,6,2013,"237,760,058","49,516,465",4.80," $	34,753,486 "," $	117,005,575 ", $	2.36 , $	0.70 
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,LR,DO,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","1,513","8,626,817",2013,6,2013,"408,031,938","63,652,197",6.41," $	44,564,735 "," $	234,856,477 ", $	3.69 , $	0.70 
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,MB,DO,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","1,513","8,626,817",2013,6,2013,"1,386,574,854","336,447,033",4.12," $	245,891,476 "," $	893,442,877 ", $	2.66 , $	0.73 
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,MB,PT,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","1,513","8,626,817",2013,6,2013,"52,176,676","13,938,560",3.74," $	8,529,519 "," $	38,320,618 ", $	2.75 , $	0.61 
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,RB,DO,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","1,513","8,626,817",2013,6,2013,"57,728,945","9,118,437",6.33," $	6,270,909 "," $	24,542,984 ", $	2.69 , $	0.69 
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,VP,PT,Active,N,Los Angeles,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996","1,513","8,626,817",2013,6,2013,"163,339,258","3,626,621",45.04," $	16,319,368 "," $	16,023,857 ", $	4.42 , $	4.50 
9155,City of Vacaville,DR,DO,Active,Y,Vacaville,CA,314,"Vacaville, CA",27,"93,141",27,"93,141",2013,6,2013,,,,,,,
9155,City of Vacaville,DR,PT,Active,Y,Vacaville,CA,314,"Vacaville, CA",27,"93,141",27,"93,141",2013,6,2013,0,"13,001",0.00," $	27,070 "," $	366,613 ", $	28.20 , $	2.08 
9155,City of Vacaville,MB,DO,Active,Y,Vacaville,CA,314,"Vacaville, CA",27,"93,141",27,"93,141",2013,6,2013,,,,,,,
9155,City of Vacaville,MB,PT,Active,Y,Vacaville,CA,314,"Vacaville, CA",27,"93,141",27,"93,141",2013,6,2013,0,"508,247",0.00," $	353,654 "," $	1,698,066 ", $	3.34 , $	0.70 
